Sipariş ID,Müşteri ID,Sipariş Tarihi,Kategori,Ürün,Birim Fiyat,Adet,İndirim Oranı,Toplam Tutar,Bölge,Ödeme Yöntemi,İade Durumu,İade Nedeni,Müşteri Puanı
ORD-18258,CUST-3104,2025-10-21,Giyim,Pantolon,624.56,1,0.06,587.09,Marmara,Kredi Kartı,False,,3
ORD-18259,CUST-1693,2026-02-06,Ev & Yaşam,Robot Süpürge,11460.94,2,0.0,22921.88,İç Anadolu,Kredi Kartı,False,,3
ORD-18260,CUST-3483,2025-12-24,Giyim,Pantolon,1607.38,1,0.18,1318.05,Akdeniz,Kredi Kartı,False,,5
ORD-18261,CUST-2101,2025-03-22,Elektronik,Akıllı Saat,6041.19,1,0.0,6041.19,Akdeniz,Kredi Kartı,False,,5
ORD-18262,CUST-3657,2025-08-29,Giyim,Spor Ayakkabı,1144.58,5,0.23,4406.63,Ege,Havale/EFT,False,,4
ORD-18263,CUST-4390,2025-11-11,Elektronik,Mouse,10888.57,1,0.0,10888.57,İç Anadolu,Kredi Kartı,False,,5
ORD-18264,CUST-3244,2025-03-16,Ev & Yaşam,Sandalye,13072.58,1,0.0,13072.58,İç Anadolu,Kredi Kartı,False,,1
ORD-18265,CUST-3661,2025-03-03,Elektronik,Mouse,24401.2,2,0.0,48802.4,Akdeniz,Kredi Kartı,False,,3
ORD-18266,CUST-2937,2026-01-10,Giyim,Pantolon,1658.01,4,0.05,6300.44,Akdeniz,Kredi Kartı,False,,1
ORD-18267,CUST-2446,2025-09-21,Ev & Yaşam,Lamba,13988.85,2,0.0,27977.7,Marmara,Kredi Kartı,False,,2
ORD-18268,CUST-3142,2025-08-17,Ev & Yaşam,Robot Süpürge,10664.61,2,0.17,17703.25,Marmara,Banka Kartı,False,,1
ORD-18269,CUST-4216,2026-01-16,Elektronik,Klavye,6552.17,2,0.0,13104.34,Akdeniz,Kredi Kartı,False,,5
ORD-18270,CUST-3336,2025-04-10,Giyim,Mont,1741.97,1,0.0,1741.97,Marmara,Kredi Kartı,False,,3
ORD-18271,CUST-4113,2025-09-15,Giyim,Kazak,448.32,4,0.0,1793.28,Karadeniz,Kapıda Ödeme,False,,3
ORD-18272,CUST-4262,2026-01-08,Giyim,Tişört,721.48,4,0.15,2453.03,Ege,Kredi Kartı,False,,3
ORD-18273,CUST-3000,2025-05-19,Ev & Yaşam,Mutfak Robotu,9047.53,3,0.0,27142.59,Ege,Kredi Kartı,False,,1
ORD-18274,CUST-4092,2026-02-17,Spor,Bisiklet,4312.45,4,0.03,16732.31,Akdeniz,Kredi Kartı,False,,2
ORD-18275,CUST-4475,2025-10-12,Elektronik,Akıllı Telefon,30912.57,2,0.0,61825.14,Karadeniz,Kredi Kartı,False,,3
ORD-18276,CUST-4199,2025-04-20,Spor,Spor Çantası,9448.22,4,0.13,32879.81,Marmara,Banka Kartı,False,,3
ORD-18277,CUST-4404,2026-01-18,Spor,Spor Çantası,3888.41,4,0.22,12131.84,Marmara,Havale/EFT,False,,2
ORD-18278,CUST-4138,2025-05-18,Giyim,Spor Ayakkabı,1566.5,2,0.0,3133.0,Ege,Kredi Kartı,True,Görselden Farklı,1
ORD-18279,CUST-1491,2026-01-11,Giyim,Pantolon,1381.26,4,0.14,4751.53,İç Anadolu,Kredi Kartı,False,,2
ORD-18280,CUST-3712,2025-05-02,Giyim,Pantolon,905.7,5,0.13,3939.8,Marmara,Banka Kartı,True,Görselden Farklı,1
ORD-18281,CUST-2318,2025-12-01,Elektronik,Monitör,35338.99,1,0.0,35338.99,Marmara,Kredi Kartı,False,,1
ORD-18282,CUST-1460,2025-03-13,Ev & Yaşam,Sandalye,7260.97,3,0.0,21782.91,Akdeniz,Banka Kartı,False,,5
ORD-18283,CUST-2976,2025-06-21,Elektronik,Monitör,32712.13,1,0.09,29768.04,Marmara,Kredi Kartı,False,,1
ORD-18284,CUST-4193,2025-08-01,Spor,Bisiklet,9712.97,1,0.0,9712.97,Doğu Anadolu,Kapıda Ödeme,False,,2
ORD-18285,CUST-2646,2025-06-08,Elektronik,Klavye,7838.59,1,0.04,7525.05,Marmara,Banka Kartı,False,,5
ORD-18286,CUST-4809,2025-08-13,Elektronik,Mouse,9993.02,2,0.0,19986.04,Akdeniz,Kredi Kartı,True,Görselden Farklı,2
ORD-18287,CUST-1752,2025-09-13,Elektronik,Tablet,16730.69,2,0.18,27438.33,Marmara,Havale/EFT,False,,1
ORD-18288,CUST-3550,2025-09-20,Giyim,Mont,1011.18,1,0.16,849.39,Doğu Anadolu,Kapıda Ödeme,False,,3
ORD-18289,CUST-1706,2025-05-16,Ev & Yaşam,Robot Süpürge,2856.35,3,0.06,8054.91,Marmara,Kredi Kartı,False,,2
ORD-18290,CUST-1244,2025-08-04,Elektronik,Klavye,36254.16,1,0.12,31903.66,Marmara,Kredi Kartı,False,,2
ORD-18291,CUST-4005,2026-01-13,Ev & Yaşam,Masa,10176.94,2,0.12,17911.41,İç Anadolu,Kredi Kartı,False,,5
ORD-18292,CUST-1993,2025-08-15,Elektronik,Akıllı Telefon,18273.2,1,0.0,18273.2,Ege,Kredi Kartı,False,,5
ORD-18293,CUST-1839,2025-10-15,Spor,Yoga Matı,2932.73,4,0.07,10909.76,Marmara,Havale/EFT,False,,4
ORD-18294,CUST-4742,2025-09-13,Elektronik,Tablet,2244.43,2,0.0,4488.86,İç Anadolu,Kredi Kartı,True,Vazgeçtim,1
ORD-18295,CUST-4550,2025-07-23,Spor,Bisiklet,4651.43,4,0.0,18605.72,Güneydoğu Anadolu,Banka Kartı,False,,4
ORD-18296,CUST-1355,2025-11-14,Elektronik,Monitör,11782.39,1,0.18,9661.56,Karadeniz,Kredi Kartı,False,,2
ORD-18297,CUST-4654,2026-01-26,Elektronik,Laptop,24675.64,1,0.09,22454.83,Ege,Kapıda Ödeme,False,,4
ORD-18298,CUST-4091,2025-10-29,Elektronik,Akıllı Telefon,23637.56,2,0.04,45384.12,Marmara,Kredi Kartı,False,,1
ORD-18299,CUST-3712,2025-05-24,Ev & Yaşam,Robot Süpürge,14955.34,1,0.0,14955.34,Marmara,Banka Kartı,True,Görselden Farklı,1
ORD-18300,CUST-4102,2025-04-09,Elektronik,Akıllı Telefon,38422.56,2,0.0,76845.12,Doğu Anadolu,Kredi Kartı,False,,4
ORD-18301,CUST-4524,2025-12-13,Ev & Yaşam,Masa,1740.57,2,0.18,2854.53,Marmara,Kredi Kartı,False,,4
ORD-18302,CUST-4755,2025-06-13,Giyim,Ayakkabı,1223.6,3,0.0,3670.8,Ege,Banka Kartı,False,,4
ORD-18303,CUST-3942,2025-09-08,Elektronik,Kulaklık,17788.44,2,0.0,35576.88,Doğu Anadolu,Kredi Kartı,False,,3
ORD-18304,CUST-3986,2025-04-19,Elektronik,Laptop,32177.38,2,0.0,64354.76,Marmara,Kredi Kartı,True,Kusurlu Ürün,2
ORD-18305,CUST-2666,2025-05-07,Elektronik,Tablet,15737.43,2,0.0,31474.86,Karadeniz,Banka Kartı,False,,4
ORD-18306,CUST-2117,2025-08-29,Elektronik,Monitör,10921.15,2,0.0,21842.3,Marmara,Kredi Kartı,True,Beden Uymadı,1
ORD-18307,CUST-1946,2025-02-26,Ev & Yaşam,Sandalye,7260.48,4,0.0,29041.92,Marmara,Havale/EFT,False,,3
ORD-18308,CUST-1475,2025-12-16,Ev & Yaşam,Kahve Makinesi,3566.22,2,0.0,7132.44,Marmara,Kredi Kartı,False,,1
ORD-18309,CUST-3465,2025-11-26,Elektronik,Akıllı Telefon,19398.85,1,0.17,16101.05,Ege,Kapıda Ödeme,False,,1
ORD-18310,CUST-2150,2025-08-08,Spor,Bisiklet,7742.47,3,0.0,23227.41,Marmara,Kredi Kartı,True,Beden Uymadı,1
ORD-18311,CUST-2141,2026-02-23,Ev & Yaşam,Lamba,12361.28,3,0.0,37083.84,Akdeniz,Kredi Kartı,False,,3
ORD-18312,CUST-2777,2025-11-09,Ev & Yaşam,Lamba,8361.95,4,0.21,26423.76,Marmara,Banka Kartı,True,Görselden Farklı,3
ORD-18313,CUST-3522,2025-04-13,Elektronik,Akıllı Saat,29175.71,2,0.0,58351.42,Ege,Banka Kartı,False,,2
ORD-18314,CUST-1093,2025-09-02,Ev & Yaşam,Kahve Makinesi,4242.04,2,0.09,7720.51,Akdeniz,Kredi Kartı,False,,5
ORD-18315,CUST-1540,2025-08-17,Ev & Yaşam,Kahve Makinesi,3586.94,2,0.0,7173.88,İç Anadolu,Kredi Kartı,False,,5
ORD-18316,CUST-4465,2025-04-02,Ev & Yaşam,Robot Süpürge,14330.73,2,0.09,26081.93,İç Anadolu,Banka Kartı,False,,3
ORD-18317,CUST-2811,2025-09-20,Ev & Yaşam,Kahve Makinesi,5301.96,4,0.0,21207.84,Marmara,Kredi Kartı,False,,1
ORD-18318,CUST-2007,2025-11-06,Spor,Spor Çantası,5251.33,2,0.0,10502.66,Doğu Anadolu,Kredi Kartı,False,,5
ORD-18319,CUST-2113,2025-05-09,Giyim,Mont,1357.88,1,0.0,1357.88,Marmara,Banka Kartı,True,Görselden Farklı,2
ORD-18320,CUST-2970,2026-01-23,Giyim,Ceket,378.03,2,0.0,756.06,Marmara,Kredi Kartı,False,,1
ORD-18321,CUST-1536,2025-11-29,Spor,Kamp Çadırı,9519.01,3,0.23,21988.91,Ege,Kredi Kartı,False,,2
ORD-18322,CUST-3371,2025-08-18,Giyim,Ceket,1486.37,3,0.0,4459.11,Marmara,Kredi Kartı,False,,3
ORD-18323,CUST-4273,2025-05-12,Elektronik,Kulaklık,17208.89,1,0.0,17208.89,İç Anadolu,Havale/EFT,False,,1
ORD-18324,CUST-2826,2026-01-23,Giyim,Pantolon,1556.42,4,0.0,6225.68,Marmara,Havale/EFT,False,,1
ORD-18325,CUST-4115,2025-05-31,Spor,Dambıl,2044.45,1,0.0,2044.45,Ege,Kredi Kartı,False,,4
ORD-18326,CUST-3925,2025-08-25,Ev & Yaşam,Sandalye,8555.18,3,0.2,20532.43,Karadeniz,Kredi Kartı,False,,1
ORD-18327,CUST-3692,2026-02-22,Giyim,Pantolon,1268.35,2,0.0,2536.7,Ege,Kredi Kartı,False,,1
ORD-18328,CUST-1932,2025-06-26,Ev & Yaşam,Sandalye,10896.32,2,0.0,21792.64,Karadeniz,Kredi Kartı,False,,3
ORD-18329,CUST-3585,2025-02-27,Ev & Yaşam,Halı,12161.51,5,0.0,60807.55,Marmara,Kredi Kartı,False,,2
ORD-18330,CUST-1605,2026-01-07,Elektronik,Laptop,2393.91,1,0.0,2393.91,İç Anadolu,Kredi Kartı,False,,5
ORD-18331,CUST-1892,2025-12-24,Spor,Kamp Çadırı,7460.48,4,0.0,29841.92,Marmara,Kredi Kartı,False,,4
ORD-18332,CUST-1294,2025-07-08,Giyim,Tişört,830.08,1,0.0,830.08,Marmara,Kredi Kartı,False,,5
ORD-18333,CUST-4361,2025-11-29,Giyim,Gömlek,1405.99,1,0.21,1110.73,Marmara,Kredi Kartı,False,,2
ORD-18334,CUST-1504,2025-05-27,Ev & Yaşam,Kahve Makinesi,12051.94,3,0.2,28924.66,Marmara,Kredi Kartı,False,,3
ORD-18335,CUST-4316,2025-12-11,Giyim,Ayakkabı,572.13,2,0.24,869.64,Marmara,Havale/EFT,False,,4
ORD-18336,CUST-2463,2025-12-12,Ev & Yaşam,Masa,6016.53,3,0.04,17327.61,Akdeniz,Kredi Kartı,False,,1
ORD-18337,CUST-3136,2025-10-15,Ev & Yaşam,Robot Süpürge,7928.01,2,0.0,15856.02,Ege,Kredi Kartı,False,,3
ORD-18338,CUST-2288,2025-11-28,Ev & Yaşam,Robot Süpürge,2497.48,3,0.06,7042.89,Ege,Kredi Kartı,True,Kusurlu Ürün,3
ORD-18339,CUST-3271,2025-11-14,Ev & Yaşam,Lamba,9960.23,4,0.0,39840.92,Marmara,Kredi Kartı,False,,4
ORD-18340,CUST-4276,2026-01-24,Ev & Yaşam,Sandalye,1463.43,3,0.0,4390.29,Akdeniz,Havale/EFT,False,,3
ORD-18341,CUST-1556,2025-08-09,Elektronik,Mouse,13717.22,1,0.0,13717.22,Güneydoğu Anadolu,Kredi Kartı,False,,2
ORD-18342,CUST-3271,2025-07-03,Elektronik,Tablet,7050.71,2,0.18,11563.16,İç Anadolu,Kredi Kartı,False,,2
ORD-18343,CUST-3273,2025-11-12,Ev & Yaşam,Mutfak Robotu,6646.43,4,0.0,26585.72,İç Anadolu,Kredi Kartı,False,,2
ORD-18344,CUST-2579,2025-08-16,Giyim,Mont,1497.56,4,0.03,5810.53,İç Anadolu,Kredi Kartı,False,,1
ORD-18345,CUST-4431,2025-08-10,Spor,Koşu Bandı,7385.48,1,0.18,6056.09,Ege,Kredi Kartı,False,,5
ORD-18346,CUST-2830,2025-05-17,Ev & Yaşam,Kahve Makinesi,14847.64,1,0.12,13065.92,Akdeniz,Kredi Kartı,False,,3
ORD-18347,CUST-3700,2025-07-13,Elektronik,Mouse,17311.26,1,0.23,13329.67,İç Anadolu,Kredi Kartı,False,,2
ORD-18348,CUST-4657,2025-11-25,Ev & Yaşam,Lamba,6145.18,5,0.16,25809.76,Karadeniz,Banka Kartı,False,,2
ORD-18349,CUST-3100,2025-03-02,Ev & Yaşam,Lamba,3565.51,4,0.0,14262.04,Doğu Anadolu,Kapıda Ödeme,False,,1
ORD-18350,CUST-4491,2025-06-08,Elektronik,Akıllı Saat,39701.6,1,0.0,39701.6,Ege,Banka Kartı,False,,2
ORD-18351,CUST-1954,2026-01-14,Ev & Yaşam,Mutfak Robotu,7911.36,5,0.0,39556.8,Ege,Banka Kartı,False,,2
ORD-18352,CUST-3054,2025-12-21,Ev & Yaşam,Lamba,6440.8,5,0.22,25119.12,Ege,Banka Kartı,False,,4
ORD-18353,CUST-2394,2025-07-22,Spor,Spor Çantası,2580.69,1,0.0,2580.69,Marmara,Kredi Kartı,False,,2
ORD-18354,CUST-3559,2026-02-20,Elektronik,Akıllı Telefon,17192.38,1,0.0,17192.38,Ege,Kredi Kartı,False,,1
ORD-18355,CUST-1573,2025-08-03,Giyim,Tişört,123.91,3,0.16,312.25,İç Anadolu,Kredi Kartı,False,,3
ORD-18356,CUST-2254,2026-01-06,Elektronik,Mouse,29274.3,2,0.0,58548.6,Doğu Anadolu,Kredi Kartı,False,,3
ORD-18357,CUST-1081,2025-06-01,Ev & Yaşam,Halı,4039.53,2,0.0,8079.06,Karadeniz,Banka Kartı,False,,5
ORD-18358,CUST-4014,2026-02-18,Elektronik,Monitör,13336.87,1,0.22,10402.76,Ege,Banka Kartı,True,Geç Teslimat,3
ORD-18359,CUST-3947,2025-06-06,Spor,Koşu Bandı,3285.77,5,0.1,14785.96,Ege,Kredi Kartı,False,,4
ORD-18360,CUST-4154,2025-07-14,Giyim,Tişört,904.63,2,0.0,1809.26,Marmara,Kredi Kartı,False,,5
ORD-18361,CUST-2799,2026-01-17,Giyim,Spor Ayakkabı,410.71,1,0.0,410.71,Ege,Kredi Kartı,False,,3
ORD-18362,CUST-2363,2025-08-04,Ev & Yaşam,Sandalye,11136.92,5,0.0,55684.6,Ege,Kredi Kartı,False,,3
ORD-18363,CUST-3871,2025-11-02,Ev & Yaşam,Robot Süpürge,3027.8,1,0.0,3027.8,Marmara,Kredi Kartı,False,,1
ORD-18364,CUST-3760,2025-12-12,Spor,Dambıl,9480.72,4,0.0,37922.88,Akdeniz,Kredi Kartı,True,Kusurlu Ürün,3
ORD-18365,CUST-4193,2025-06-14,Ev & Yaşam,Sandalye,2923.53,1,0.17,2426.53,Marmara,Kapıda Ödeme,False,,2
ORD-18366,CUST-4479,2025-11-11,Spor,Yoga Matı,5531.68,5,0.0,27658.4,Karadeniz,Banka Kartı,False,,2
ORD-18367,CUST-1652,2025-11-28,Ev & Yaşam,Mutfak Robotu,927.91,1,0.13,807.28,Marmara,Havale/EFT,False,,2
ORD-18368,CUST-4959,2025-04-02,Giyim,Ceket,1611.72,3,0.23,3723.07,Akdeniz,Kredi Kartı,True,Kusurlu Ürün,1
ORD-18369,CUST-4498,2025-08-18,Elektronik,Tablet,9370.32,2,0.0,18740.64,Akdeniz,Kredi Kartı,False,,1
ORD-18370,CUST-2531,2025-08-31,Elektronik,Akıllı Telefon,24647.13,1,0.0,24647.13,Doğu Anadolu,Havale/EFT,False,,3
ORD-18371,CUST-1610,2025-10-12,Elektronik,Monitör,10471.06,1,0.0,10471.06,Marmara,Banka Kartı,False,,2
ORD-18372,CUST-3090,2026-02-18,Elektronik,Akıllı Saat,35918.46,2,0.0,71836.92,Marmara,Banka Kartı,True,Vazgeçtim,3
ORD-18373,CUST-3570,2025-08-04,Spor,Koşu Bandı,2726.57,2,0.0,5453.14,Marmara,Kredi Kartı,False,,2
ORD-18374,CUST-1373,2026-01-31,Giyim,Gömlek,304.92,1,0.04,292.72,İç Anadolu,Kredi Kartı,False,,3
ORD-18375,CUST-4524,2025-10-31,Ev & Yaşam,Robot Süpürge,10542.07,3,0.0,31626.21,Karadeniz,Havale/EFT,False,,1
ORD-18376,CUST-4952,2025-05-15,Spor,Yoga Matı,2414.44,2,0.0,4828.88,İç Anadolu,Kredi Kartı,False,,2
ORD-18377,CUST-4743,2025-03-05,Elektronik,Kulaklık,2183.19,1,0.0,2183.19,Marmara,Kredi Kartı,False,,3
ORD-18378,CUST-3922,2025-11-20,Elektronik,Laptop,29630.59,1,0.22,23111.86,Marmara,Kredi Kartı,False,,1
ORD-18379,CUST-4142,2025-10-19,Giyim,Kazak,1793.37,5,0.15,7621.82,Ege,Kredi Kartı,False,,1
ORD-18380,CUST-3405,2025-12-24,Spor,Bisiklet,5237.11,3,0.0,15711.33,Akdeniz,Kredi Kartı,False,,4
ORD-18381,CUST-2773,2025-08-17,Elektronik,Monitör,17484.6,1,0.0,17484.6,İç Anadolu,Kredi Kartı,False,,2
ORD-18382,CUST-2907,2025-03-28,Elektronik,Laptop,37229.21,2,0.2,59566.74,Ege,Banka Kartı,False,,5
ORD-18383,CUST-3292,2025-05-01,Spor,Koşu Bandı,1431.96,3,0.0,4295.88,Marmara,Kredi Kartı,False,,3
ORD-18384,CUST-4005,2026-02-03,Giyim,Ayakkabı,830.65,1,0.0,830.65,Marmara,Kredi Kartı,False,,1
ORD-18385,CUST-2505,2025-07-18,Ev & Yaşam,Masa,9425.07,5,0.0,47125.35,Ege,Banka Kartı,False,,1
ORD-18386,CUST-1470,2025-05-17,Elektronik,Monitör,20826.73,1,0.0,20826.73,Marmara,Kapıda Ödeme,False,,1
ORD-18387,CUST-4604,2025-04-24,Spor,Koşu Bandı,2586.84,5,0.0,12934.2,İç Anadolu,Kredi Kartı,False,,2
ORD-18388,CUST-3568,2025-09-25,Giyim,Pantolon,1001.21,4,0.25,3003.63,İç Anadolu,Kredi Kartı,False,,1
ORD-18389,CUST-1385,2025-04-12,Elektronik,Klavye,27037.65,1,0.1,24333.89,İç Anadolu,Banka Kartı,False,,3
ORD-18390,CUST-3065,2025-09-21,Ev & Yaşam,Mutfak Robotu,10392.81,1,0.0,10392.81,Marmara,Kredi Kartı,False,,1
ORD-18391,CUST-2108,2025-05-29,Elektronik,Akıllı Telefon,16995.49,1,0.0,16995.49,İç Anadolu,Kredi Kartı,False,,2
ORD-18392,CUST-4629,2025-04-13,Giyim,Kazak,518.51,4,0.0,2074.04,Marmara,Kapıda Ödeme,False,,3
ORD-18393,CUST-3620,2025-11-22,Giyim,Ayakkabı,1130.45,4,0.0,4521.8,Marmara,Kredi Kartı,False,,2
ORD-18394,CUST-2097,2025-03-27,Spor,Kamp Çadırı,3804.73,1,0.17,3157.93,Marmara,Banka Kartı,False,,5
ORD-18395,CUST-4441,2025-10-18,Elektronik,Klavye,17579.52,2,0.24,26720.87,Marmara,Banka Kartı,False,,5
ORD-18396,CUST-1321,2025-06-05,Giyim,Mont,195.28,3,0.0,585.84,Doğu Anadolu,Kredi Kartı,False,,1
ORD-18397,CUST-4550,2025-09-09,Giyim,Pantolon,742.46,4,0.02,2910.44,Ege,Kapıda Ödeme,False,,3
ORD-18398,CUST-2340,2026-01-17,Elektronik,Monitör,15573.87,1,0.24,11836.14,Güneydoğu Anadolu,Kredi Kartı,False,,3
ORD-18399,CUST-4070,2025-09-01,Giyim,Spor Ayakkabı,935.82,2,0.0,1871.64,Marmara,Banka Kartı,False,,1
ORD-18400,CUST-1333,2025-07-31,Giyim,Mont,1188.91,1,0.04,1141.35,Marmara,Havale/EFT,False,,3
ORD-18401,CUST-4604,2026-01-31,Giyim,Tişört,841.66,5,0.0,4208.3,Ege,Havale/EFT,False,,2
ORD-18402,CUST-1251,2025-07-04,Ev & Yaşam,Lamba,9352.05,4,0.15,31796.97,Doğu Anadolu,Banka Kartı,False,,4
ORD-18403,CUST-3646,2025-04-12,Ev & Yaşam,Masa,5970.93,4,0.0,23883.72,İç Anadolu,Kredi Kartı,False,,1
ORD-18404,CUST-1713,2026-02-04,Elektronik,Laptop,6164.2,1,0.0,6164.2,Karadeniz,Havale/EFT,False,,1
ORD-18405,CUST-3509,2025-11-09,Giyim,Ayakkabı,1424.97,2,0.0,2849.94,Marmara,Kredi Kartı,False,,5
ORD-18406,CUST-4009,2025-07-19,Spor,Dambıl,1867.68,1,0.05,1774.3,Marmara,Kredi Kartı,False,,3
ORD-18407,CUST-2741,2025-10-17,Spor,Dambıl,2857.87,4,0.0,11431.48,Güneydoğu Anadolu,Kredi Kartı,False,,5
ORD-18408,CUST-4981,2025-07-26,Ev & Yaşam,Robot Süpürge,7919.65,2,0.0,15839.3,Doğu Anadolu,Havale/EFT,False,,2
ORD-18409,CUST-4534,2025-06-07,Spor,Spor Çantası,5228.63,5,0.04,25097.42,Ege,Kredi Kartı,False,,4
ORD-18410,CUST-3383,2025-10-22,Spor,Yoga Matı,9377.18,5,0.13,40790.73,Marmara,Kredi Kartı,False,,2
ORD-18411,CUST-4306,2026-01-31,Spor,Koşu Bandı,4195.34,4,0.0,16781.36,Karadeniz,Banka Kartı,False,,1
ORD-18412,CUST-2487,2025-08-03,Giyim,Mont,442.86,3,0.0,1328.58,İç Anadolu,Banka Kartı,False,,3
ORD-18413,CUST-4310,2025-02-23,Giyim,Spor Ayakkabı,185.99,2,0.12,327.34,Marmara,Kredi Kartı,True,Geç Teslimat,1
ORD-18414,CUST-4184,2025-09-07,Ev & Yaşam,Sandalye,956.54,2,0.13,1664.38,Marmara,Kredi Kartı,False,,1
ORD-18415,CUST-2152,2025-03-19,Ev & Yaşam,Masa,9223.46,1,0.24,7009.83,Marmara,Kredi Kartı,False,,5
ORD-18416,CUST-1811,2026-01-02,Giyim,Kazak,1719.83,3,0.0,5159.49,Akdeniz,Kapıda Ödeme,False,,3
ORD-18417,CUST-4405,2025-11-26,Giyim,Ayakkabı,1339.12,4,0.04,5142.22,Ege,Kredi Kartı,True,Kusurlu Ürün,3
ORD-18418,CUST-1891,2025-07-16,Ev & Yaşam,Robot Süpürge,534.82,5,0.03,2593.88,Marmara,Kapıda Ödeme,False,,4
ORD-18419,CUST-3819,2025-04-21,Giyim,Ayakkabı,1874.48,2,0.17,3111.64,Güneydoğu Anadolu,Kredi Kartı,False,,4
ORD-18420,CUST-2451,2025-11-14,Elektronik,Monitör,7263.46,1,0.11,6464.48,Doğu Anadolu,Kredi Kartı,False,,2
ORD-18421,CUST-2280,2026-02-05,Spor,Bisiklet,9352.12,4,0.0,37408.48,Marmara,Kredi Kartı,False,,3
ORD-18422,CUST-1030,2025-11-30,Elektronik,Tablet,3025.97,2,0.04,5809.86,İç Anadolu,Kredi Kartı,False,,2
ORD-18423,CUST-3063,2026-02-07,Ev & Yaşam,Masa,10711.42,3,0.0,32134.26,Marmara,Kredi Kartı,False,,1
ORD-18424,CUST-2446,2025-04-06,Elektronik,Tablet,14926.59,2,0.23,22986.95,Ege,Kredi Kartı,False,,2
ORD-18425,CUST-1685,2025-09-08,Ev & Yaşam,Halı,13713.65,5,0.0,68568.25,Karadeniz,Banka Kartı,False,,2
ORD-18426,CUST-1861,2025-04-18,Giyim,Kazak,329.36,3,0.0,988.08,Doğu Anadolu,Havale/EFT,False,,3
ORD-18427,CUST-4727,2025-04-06,Spor,Spor Çantası,6368.35,2,0.23,9807.26,Karadeniz,Kredi Kartı,False,,3
ORD-18428,CUST-4042,2025-10-14,Ev & Yaşam,Sandalye,9341.15,5,0.0,46705.75,Karadeniz,Banka Kartı,False,,4
ORD-18429,CUST-4805,2025-05-29,Ev & Yaşam,Lamba,13339.62,1,0.0,13339.62,Marmara,Kredi Kartı,False,,1
ORD-18430,CUST-1286,2025-07-13,Spor,Yoga Matı,3590.03,5,0.21,14180.62,Akdeniz,Kredi Kartı,False,,1
ORD-18431,CUST-3763,2025-12-28,Ev & Yaşam,Mutfak Robotu,9292.54,1,0.0,9292.54,Akdeniz,Kredi Kartı,False,,1
ORD-18432,CUST-3429,2025-07-29,Spor,Spor Çantası,2926.65,1,0.03,2838.85,Marmara,Kredi Kartı,False,,2
ORD-18433,CUST-1908,2025-12-23,Ev & Yaşam,Lamba,1251.98,4,0.0,5007.92,Ege,Kredi Kartı,False,,5
ORD-18434,CUST-1105,2025-11-27,Giyim,Pantolon,451.63,4,0.16,1517.48,Marmara,Kredi Kartı,False,,2
ORD-18435,CUST-4035,2025-05-23,Ev & Yaşam,Halı,14951.99,1,0.0,14951.99,Güneydoğu Anadolu,Kapıda Ödeme,False,,3
ORD-18436,CUST-3285,2025-12-01,Spor,Kamp Çadırı,3438.61,3,0.0,10315.83,Ege,Kapıda Ödeme,False,,5
ORD-18437,CUST-3939,2025-04-30,Spor,Koşu Bandı,3911.93,5,0.15,16625.7,Doğu Anadolu,Banka Kartı,False,,4
ORD-18438,CUST-3467,2025-04-29,Elektronik,Kulaklık,21529.36,1,0.0,21529.36,Akdeniz,Kredi Kartı,False,,4
ORD-18439,CUST-4179,2025-08-10,Spor,Spor Çantası,4773.22,1,0.0,4773.22,Karadeniz,Banka Kartı,False,,1
ORD-18440,CUST-4461,2025-07-13,Spor,Bisiklet,8136.85,5,0.0,40684.25,İç Anadolu,Banka Kartı,False,,4
ORD-18441,CUST-2629,2026-02-22,Ev & Yaşam,Kahve Makinesi,5803.76,2,0.0,11607.52,Akdeniz,Kredi Kartı,False,,2
ORD-18442,CUST-4096,2025-09-12,Spor,Dambıl,4399.36,5,0.0,21996.8,İç Anadolu,Kredi Kartı,False,,2
ORD-18443,CUST-2502,2026-01-26,Giyim,Mont,1404.42,1,0.15,1193.76,Akdeniz,Kredi Kartı,False,,1
ORD-18444,CUST-1622,2025-07-18,Ev & Yaşam,Kahve Makinesi,6762.81,2,0.0,13525.62,Ege,Kredi Kartı,False,,5
ORD-18445,CUST-3212,2025-04-18,Ev & Yaşam,Sandalye,10289.68,3,0.0,30869.04,Karadeniz,Kredi Kartı,False,,1
ORD-18446,CUST-1581,2025-04-04,Spor,Dambıl,8811.95,1,0.0,8811.95,Marmara,Kredi Kartı,False,,2
ORD-18447,CUST-1912,2025-07-29,Spor,Yoga Matı,2723.65,1,0.0,2723.65,Doğu Anadolu,Kredi Kartı,False,,4
ORD-18448,CUST-2965,2026-01-15,Ev & Yaşam,Kahve Makinesi,9742.76,1,0.0,9742.76,Ege,Banka Kartı,True,Görselden Farklı,1
ORD-18449,CUST-2000,2025-12-07,Ev & Yaşam,Halı,12069.51,5,0.0,60347.55,İç Anadolu,Kredi Kartı,False,,2
ORD-18450,CUST-4784,2025-07-15,Ev & Yaşam,Mutfak Robotu,14898.27,5,0.0,74491.35,İç Anadolu,Kredi Kartı,False,,1
ORD-18451,CUST-3668,2026-02-23,Ev & Yaşam,Halı,8604.1,5,0.0,43020.5,Akdeniz,Banka Kartı,False,,5
ORD-18452,CUST-1461,2025-05-06,Giyim,Spor Ayakkabı,964.31,5,0.0,4821.55,Marmara,Kredi Kartı,False,,1
